"ID","Date","Marché","Côté","Type d'ordre","Quantité","Prix","Total","Frais","Fee Currency","TWAP"
"9929518323","2022-09-10T14:25:41.456487+00:00","BTC-PERP","buy","Market","0.03","21272","638.16","0.43331064","USD","false"
"9929443997","2022-09-10T14:15:17.496653+00:00","RUNE-PERP","sell","Market","184.9","1.9815","366.37935000000004","0.24877157865","USD","false"
"9929288239","2022-09-10T14:00:20.265026+00:00","NEAR-PERP","sell","Market","72.8","4.675","340.34","0.23109086","USD","false"
"9929288237","2022-09-10T14:00:20.265026+00:00","NEAR-PERP","sell","Market","1.3","4.676","6.0788","0.0041275052","USD","false"
"9929287389","2022-09-10T14:00:15.956120+00:00","CRV-PERP","sell","Market","251","1.173","294.423","0.199913217","USD","false"
"9929287387","2022-09-10T14:00:15.956120+00:00","CRV-PERP","sell","Market","50","1.173","58.650000000000006","0.03982335","USD","false"
"9929285750","2022-09-10T14:00:09.577775+00:00","RUNE-PERP","sell","Market","46.1","1.9785","91.20885","0.06193080915","USD","false"
"9929110651","2022-09-10T13:45:29.073452+00:00","BTC-PERP","buy","Limit","0.03","21195","635.85","0.1233549","USD","false"
"9929028770","2022-09-10T13:36:51.480379+00:00","BTC-PERP","buy","Market","0.01","21253","212.53","0.14430787","USD","false"
"9929014234","2022-09-10T13:34:33.577488+00:00","BTC-PERP","sell","Market","0.0074","21263","157.3462","0.1068380698","USD","false"
"9929014232","2022-09-10T13:34:33.577488+00:00","BTC-PERP","sell","Market","0.0476","21263","1012.1188000000001","0.6872286652","USD","false"
"9929014230","2022-09-10T13:34:33.577488+00:00","BTC-PERP","sell","Market","0.006","21263","127.578","0.086625462","USD","false"
"9929014223","2022-09-10T13:34:33.577488+00:00","BTC-PERP","sell","Market","0.017","21263","361.471","0.245438809","USD","false"
"9929014221","2022-09-10T13:34:33.577488+00:00","BTC-PERP","sell","Market","0.0012","21263","25.5156","0.0173250924","USD","false"
"9929014219","2022-09-10T13:34:33.577488+00:00","BTC-PERP","sell","Market","0.0608","21263","1292.7904","0.8778046816","USD","false"
"9928970172","2022-09-10T13:29:30.927965+00:00","BTC-PERP","buy","Market","0.052","21275","1106.3","0.7511777","USD","false"
"9928970170","2022-09-10T13:29:30.927965+00:00","BTC-PERP","buy","Market","0.018","21275","382.95","0.26002305","USD","false"
"9928898357","2022-09-10T13:22:13.879428+00:00","NEAR-PERP","buy","Market","35","4.692","164.22","0.11150538","USD","false"
"9928898355","2022-09-10T13:22:13.879428+00:00","NEAR-PERP","buy","Market","0.1","4.692","0.46920000000000006","0.0003185868","USD","false"
"9928898353","2022-09-10T13:22:13.879428+00:00","NEAR-PERP","buy","Market","42.7","4.692","200.34840000000003","0.1360365636","USD","false"
"9928898351","2022-09-10T13:22:13.879428+00:00","NEAR-PERP","buy","Market","0.1","4.692","0.46920000000000006","0.0003185868","USD","false"
"9928862077","2022-09-10T13:20:17.484395+00:00","BTC-PERP","buy","Market","0.07","21242","1486.94","1.00963226","USD","false"
"9928859483","2022-09-10T13:20:11.016554+00:00","BTC-PERP","buy","Market","0.06","21244","1274.6399999999999","0.86548056","USD","false"
"9928859481","2022-09-10T13:20:11.016554+00:00","BTC-PERP","buy","Market","0.0012","21244","25.4928","0.0173096112","USD","false"
"9928859479","2022-09-10T13:20:11.016554+00:00","BTC-PERP","buy","Market","0.0062","21243","131.7066","0.0894287814","USD","false"
"9928859477","2022-09-10T13:20:11.016554+00:00","BTC-PERP","buy","Market","0.0014","21243","29.740199999999998","0.0201935958","USD","false"
"9928859475","2022-09-10T13:20:11.016554+00:00","BTC-PERP","buy","Market","0.0012","21243","25.4916","0.0173087964","USD","false"
"9928845627","2022-09-10T13:19:28.571991+00:00","BTC-PERP","sell","Market","0.07","21229","1486.0300000000002","1.00901437","USD","false"
"9928802356","2022-09-10T13:16:20.953083+00:00","ETH-PERP","sell","Market","0.1","1722.7","172.27","0.11697133","USD","false"
"9928801583","2022-09-10T13:16:15.833036+00:00","BTC-PERP","sell","Market","0.0301","21256","639.8055999999999","0.4344280024","USD","false"
"9928801581","2022-09-10T13:16:15.833036+00:00","BTC-PERP","sell","Market","0.0062","21256","131.78719999999998","0.0894835088","USD","false"
"9928801579","2022-09-10T13:16:15.833036+00:00","BTC-PERP","sell","Market","0.0914","21256","1942.7984","1.3191601136","USD","false"
"9928801577","2022-09-10T13:16:15.833036+00:00","BTC-PERP","sell","Market","0.0423","21256","899.1288","0.6105084552","USD","false"
"9928761911","2022-09-10T13:12:20.840144+00:00","ADA-PERP","sell","Market","220","0.514575","113.2065","0.0768672135","USD","false"
"9928761909","2022-09-10T13:12:20.840144+00:00","ADA-PERP","sell","Market","583","0.51463","300.02929","0.20371988791","USD","false"
"9928761907","2022-09-10T13:12:20.840144+00:00","ADA-PERP","sell","Market","1","0.51465","0.51465","0.00034944735","USD","false"
"9928761905","2022-09-10T13:12:20.840144+00:00","ADA-PERP","sell","Market","6","0.514655","3.08793","0.00209670447","USD","false"
"9928761903","2022-09-10T13:12:20.840144+00:00","ADA-PERP","sell","Market","1","0.51467","0.51467","0.00034946093","USD","false"
"9928699318","2022-09-10T13:05:06.589313+00:00","ETH-PERP","buy","Market","0.1","1726.5","172.65","0.11722935","USD","false"
"9928696535","2022-09-10T13:04:47.935496+00:00","ETH-PERP","sell","Market","1","1725.6","1725.6","1.1716824","USD","false"
"9928659708","2022-09-10T13:00:14.126833+00:00","BAL-PERP","sell","Market","13.38","7.5725","101.32005000000001","0.06879631395","USD","false"
"9928399178","2022-09-10T12:30:13.144551+00:00","NEAR-PERP","sell","Market","77.9","4.712","367.0648","0.2492369992","USD","false"
"9928346285","2022-09-10T12:25:36.083235+00:00","ETH-PERP","buy","Market","0.1","1720.3","172.03","0.11680837","USD","false"
"9928346155","2022-09-10T12:25:35.060349+00:00","ETH-PERP","buy","Market","0.1","1720.3","172.03","0.11680837","USD","false"
"9928345334","2022-09-10T12:25:31.139417+00:00","ETH-PERP","buy","Market","0.1","1720.5","172.05","0.11682195","USD","false"
"9928314383","2022-09-10T12:23:37.042353+00:00","BTC-PERP","buy","Limit","0.1","21192","2119.2000000000003","0.4111248","USD","false"
"9928247461","2022-09-10T12:20:29.797552+00:00","ETH-PERP","buy","Market","0.1","1724.7","172.47000000000003","0.11710713","USD","false"
"9928247187","2022-09-10T12:20:27.563626+00:00","ETH-PERP","buy","Market","0.1","1724.7","172.47000000000003","0.11710713","USD","false"
"9928234881","2022-09-10T12:19:30.142343+00:00","BTC-PERP","buy","Market","0.01","21279","212.79","0.14448441","USD","false"
"9928234463","2022-09-10T12:19:27.346949+00:00","BTC-PERP","buy","Market","0.01","21279","212.79","0.14448441","USD","false"
"9928233671","2022-09-10T12:19:22.427704+00:00","BTC-PERP","buy","Market","0.01","21285","212.85","0.14452515","USD","false"
"9928232326","2022-09-10T12:19:17.053345+00:00","BTC-PERP","buy","Market","0.009","21288","191.59199999999998","0.130090968","USD","false"
"9928232324","2022-09-10T12:19:17.053345+00:00","BTC-PERP","buy","Market","0.001","21288","21.288","0.014454552","USD","false"
"9928186277","2022-09-10T12:16:13.481219+00:00","BTC-PERP","buy","Market","0.01","21361","213.61","0.14504119","USD","false"
"9928185654","2022-09-10T12:16:10.785233+00:00","BTC-PERP","buy","Market","0.01","21361","213.61","0.14504119","USD","false"
"9928172644","2022-09-10T12:15:54.334083+00:00","ETH-PERP","buy","Market","0.1","1729.4","172.94000000000003","0.11742626","USD","false"
"9928172392","2022-09-10T12:15:51.874279+00:00","ETH-PERP","buy","Market","0.1","1729.5","172.95000000000002","0.11743305","USD","false"
"9928171887","2022-09-10T12:15:48.893393+00:00","ETH-PERP","buy","Market","0.1","1729.2","172.92000000000002","0.11741268","USD","false"
"9928171379","2022-09-10T12:15:45.941161+00:00","ETH-PERP","buy","Market","0.1","1729.8","172.98000000000002","0.11745342","USD","false"
"9928145720","2022-09-10T12:13:24.740415+00:00","NEAR-PERP","buy","Market","77.6","4.735","367.436","0.249489044","USD","false"
"9928066971","2022-09-10T12:04:13.819577+00:00","CHZ-PERP","buy","Market","1870","0.200766","375.43242","0.25491861318","USD","false"
"9927370170","2022-09-10T10:30:14.007012+00:00","NEAR-PERP","sell","Market","77.6","4.745","368.212","0.250015948","USD","false"
"9927370100","2022-09-10T10:30:13.390268+00:00","CHZ-PERP","sell","Market","1870","0.200687","375.28469","0.25481830451","USD","false"
"9927340810","2022-09-10T10:26:12.224198+00:00","ETH-PERP","buy","Market","0.1","1720.1","172.01","0.11679479","USD","false"
"9927338869","2022-09-10T10:25:56.266782+00:00","BTC-PERP","buy","Market","0.01","21314","213.14000000000001","0.14472206","USD","false"
"9927327890","2022-09-10T10:24:36.989082+00:00","ETH-PERP","sell","Market","0.299","1719.3","514.0707","0.3490540053","USD","false"
"9927327888","2022-09-10T10:24:36.989082+00:00","ETH-PERP","sell","Market","0.002","1719.3","3.4386","0.0023348094","USD","false"
"9927327886","2022-09-10T10:24:36.989082+00:00","ETH-PERP","sell","Market","0.006","1719.3","10.3158","0.0070044282","USD","false"
"9927327884","2022-09-10T10:24:36.989082+00:00","ETH-PERP","sell","Market","0.001","1719.3","1.7193","0.0011674047","USD","false"
"9927327882","2022-09-10T10:24:36.989082+00:00","ETH-PERP","sell","Market","0.002","1719.4","3.4388","0.0023349452","USD","false"
"9927327880","2022-09-10T10:24:36.989082+00:00","ETH-PERP","sell","Market","0.005","1719.4","8.597000000000001","0.005837363","USD","false"
"9927327878","2022-09-10T10:24:36.989082+00:00","ETH-PERP","sell","Market","0.14","1719.4","240.71600000000004","0.163446164","USD","false"
"9927327876","2022-09-10T10:24:36.989082+00:00","ETH-PERP","sell","Market","0.5","1719.4","859.7","0.5837363","USD","false"
"9927327874","2022-09-10T10:24:36.989082+00:00","ETH-PERP","sell","Market","0.045","1719.4","77.373","0.052536267","USD","false"
"9927327816","2022-09-10T10:24:36.192186+00:00","BTC-PERP","sell","Market","0.078","21310","1662.18","1.12862022","USD","false"
"9927327814","2022-09-10T10:24:36.192186+00:00","BTC-PERP","sell","Market","0.015","21310","319.65","0.21704235","USD","false"
"9927327812","2022-09-10T10:24:36.192186+00:00","BTC-PERP","sell","Market","0.007","21310","149.17000000000002","0.10128643","USD","false"
"9927265358","2022-09-10T10:18:12.842854+00:00","BTC-PERP","buy","Market","0.0485","21284","1032.2740000000001","0.700914046","USD","false"
"9927265356","2022-09-10T10:18:12.842854+00:00","BTC-PERP","buy","Market","0.0333","21284","708.7572","0.4812461388","USD","false"
"9927265354","2022-09-10T10:18:12.842854+00:00","BTC-PERP","buy","Market","0.0066","21284","140.4744","0.0953821176","USD","false"
"9927265352","2022-09-10T10:18:12.842854+00:00","BTC-PERP","buy","Market","0.0116","21284","246.8944","0.1676412976","USD","false"
"9927260537","2022-09-10T10:17:47.919328+00:00","ETH-PERP","buy","Market","1","1716.3","1716.3","1.1653677","USD","false"
"9927258559","2022-09-10T10:17:36.186315+00:00","ETH-PERP","sell","Market","0.984","1716.1","1688.6424","1.1465881896","USD","false"
"9927258557","2022-09-10T10:17:36.186315+00:00","ETH-PERP","sell","Market","0.002","1716.1","3.4322","0.0023304638","USD","false"
"9927258555","2022-09-10T10:17:36.186315+00:00","ETH-PERP","sell","Market","0.014","1716.1","24.025399999999998","0.0163132466","USD","false"
"9927256975","2022-09-10T10:17:29.702565+00:00","BTC-PERP","sell","Market","0.0623","21275","1325.4325000000001","0.8999686675","USD","false"
"9927256973","2022-09-10T10:17:29.702565+00:00","BTC-PERP","sell","Market","0.0153","21275","325.5075","0.2210195925","USD","false"
"9927256971","2022-09-10T10:17:29.702565+00:00","BTC-PERP","sell","Market","0.007","21275","148.925","0.101120075","USD","false"
"9927256969","2022-09-10T10:17:29.702565+00:00","BTC-PERP","sell","Market","0.0004","21275","8.51","0.00577829","USD","false"
"9927256967","2022-09-10T10:17:29.702565+00:00","BTC-PERP","sell","Market","0.0103","21275","219.1325","0.1487909675","USD","false"
"9927256965","2022-09-10T10:17:29.702565+00:00","BTC-PERP","sell","Market","0.0047","21275","99.9925","0.0678949075","USD","false"
"9927135981","2022-09-10T10:04:02.961661+00:00","AXS-PERP","sell","Market","26.5","14.651","388.2515","0.2636227685","USD","false"
"9927135979","2022-09-10T10:04:02.961661+00:00","AXS-PERP","sell","Market","0.3","14.652","4.3956","0.0029846124","USD","false"
"9927107004","2022-09-10T10:00:16.163807+00:00","BAL-PERP","buy","Market","13.38","7.665","102.55770000000001","0.0696366783","USD","false"
"9927106471","2022-09-10T10:00:13.507844+00:00","AXS-PERP","buy","Market","15.3","14.703","224.9559","0.1527450561","USD","false"
"9927106469","2022-09-10T10:00:13.507844+00:00","AXS-PERP","buy","Market","10","14.698","146.98000000000002","0.09979942","USD","false"
"9927106467","2022-09-10T10:00:13.507844+00:00","AXS-PERP","buy","Market","1","14.697","14.697","0.009979263","USD","false"
"9927106465","2022-09-10T10:00:13.507844+00:00","AXS-PERP","buy","Market","0.4","14.697","5.8788","0.0039917052","USD","false"
"9927106463","2022-09-10T10:00:13.507844+00:00","AXS-PERP","buy","Market","0.1","14.697","1.4697","0.0009979263","USD","false"
"9926869444","2022-09-10T09:21:11.601330+00:00","BAL-PERP","sell","Market","13.24","7.6525","101.3191","0.0687956689","USD","false"
"9926718823","2022-09-10T09:00:13.982040+00:00","BAL-PERP","buy","Market","13.24","7.6125","100.7895","0.0684360705","USD","false"
"9926574051","2022-09-10T08:42:03.664913+00:00","BTC-PERP","buy","Limit","0.0039","21380","83.38199999999999","0.016176108","USD","false"
"9926573571","2022-09-10T08:42:01.445478+00:00","BTC-PERP","buy","Limit","0.0961","21380","2054.618","0.398595892","USD","false"
"9926558581","2022-09-10T08:39:51.800578+00:00","ETH-PERP","buy","Market","1","1717.8","1717.8","1.1663862","USD","false"
"9926155108","2022-09-10T08:00:35.963844+00:00","ADA-PERP","buy","Market","711","0.50783","361.06713","0.24516458127","USD","false"
"9926155106","2022-09-10T08:00:35.963844+00:00","ADA-PERP","buy","Market","100","0.507675","50.7675","0.0344711325","USD","false"
"9926147149","2022-09-10T08:00:12.136945+00:00","BAL-PERP","sell","Market","13.83","7.5375","104.243625","0.070781421375","USD","false"
"9925910430","2022-09-10T07:47:26.711204+00:00","NEAR-PERP","sell","Market","83.2","4.742","394.5344","0.2678888576","USD","false"
"9925902325","2022-09-10T07:47:10.033981+00:00","ADA-PERP","sell","Market","811","0.509825","413.468075","0.280744822925","USD","false"
"9925476159","2022-09-10T07:00:09.805261+00:00","BAL-PERP","buy","Market","13.83","7.7275","106.871325","0.072565629675","USD","false"
"9925065876","2022-09-10T06:16:51.469119+00:00","BAL-PERP","sell","Market","13.68","7.7075","105.4386","0.0715928094","USD","false"
"9924590849","2022-09-10T05:22:54.909655+00:00","FTT-PERP","buy","Market","10.9","27.561","300.4149","0.2039817171","USD","false"
"9924590847","2022-09-10T05:22:54.909655+00:00","FTT-PERP","buy","Market","0.8","27.56","22.048000000000002","0.014970592","USD","false"
"9924590845","2022-09-10T05:22:54.909655+00:00","FTT-PERP","buy","Market","0.3","27.56","8.267999999999999","0.005613972","USD","false"
"9924590843","2022-09-10T05:22:54.909655+00:00","FTT-PERP","buy","Market","1","27.5595","27.5595","0.0187129005","USD","false"
"9924572476","2022-09-10T05:21:23.575585+00:00","REN-PERP","sell","Market","2935","0.12945","379.93575000000004","0.25797637425","USD","false"
"9924361206","2022-09-10T05:00:13.369394+00:00","BAL-PERP","buy","Market","13.68","7.6575","104.7546","0.0711283734","USD","false"
"9923965857","2022-09-10T04:16:41.090424+00:00","CRV-PERP","sell","Market","176","1.21025","213.00400000000002","0.144629716","USD","false"
"9923965855","2022-09-10T04:16:41.090424+00:00","CRV-PERP","sell","Market","165","1.21035","199.70775","0.13560156225","USD","false"
"9923886519","2022-09-10T04:10:16.566114+00:00","BAL-PERP","sell","Market","13.8","7.7425","106.8465","0.0725487735","USD","false"
"9923801321","2022-09-10T04:00:13.309488+00:00","BAL-PERP","buy","Market","13.8","7.685","106.053","0.072009987","USD","false"
"9923801010","2022-09-10T04:00:10.936678+00:00","AXS-PERP","sell","Market","25.8","14.667","378.4086","0.2569394394","USD","false"
"9923801008","2022-09-10T04:00:10.936678+00:00","AXS-PERP","sell","Market","2.7","14.668","39.6036","0.0268908444","USD","false"
"9923392842","2022-09-10T03:06:43.644328+00:00","BAL-PERP","sell","Market","14.22","7.8125","111.09375","0.07543265625","USD","false"
"9923329964","2022-09-10T03:00:09.963011+00:00","ADA-PERP","buy","Market","300","0.52407","157.221","0.106753059","USD","false"
"9923329962","2022-09-10T03:00:09.963011+00:00","ADA-PERP","buy","Market","422","0.52395","221.10690000000002","0.1501315851","USD","false"
"9923329960","2022-09-10T03:00:09.963011+00:00","ADA-PERP","buy","Market","89","0.52392","46.62888","0.03166100952","USD","false"
"9923329922","2022-09-10T03:00:09.367943+00:00","BAL-PERP","buy","Market","14.22","7.7675","110.45385","0.07499816415","USD","false"
"9923115310","2022-09-10T02:36:29.485714+00:00","ADA-PERP","sell","Limit","809","0.52223","422.48407","0.08196190958","USD","false"
"9922970846","2022-09-10T02:15:15.692462+00:00","BAL-PERP","sell","Market","14.34","7.6575","109.80855","0.07456000545","USD","false"
"9922864159","2022-09-10T02:00:15.036509+00:00","REN-PERP","buy","Market","1119","0.134","149.946","0.101813334","USD","false"
"9922864157","2022-09-10T02:00:15.036509+00:00","REN-PERP","buy","Market","1816","0.13395","243.25320000000002","0.1651689228","USD","false"
"9922863897","2022-09-10T02:00:13.482388+00:00","BAL-PERP","buy","Market","14.34","7.605","109.0557","0.0740488203","USD","false"
"9922863807","2022-09-10T02:00:12.577942+00:00","ADA-PERP","buy","Market","42","0.51857","21.77994","0.01478857926","USD","false"
"9922863805","2022-09-10T02:00:12.577942+00:00","ADA-PERP","buy","Market","19","0.518565","9.852735000000001","0.006690007065","USD","false"
"9922863803","2022-09-10T02:00:12.577942+00:00","ADA-PERP","buy","Market","385","0.51844","199.5994","0.1355279926","USD","false"
"9922863801","2022-09-10T02:00:12.577942+00:00","ADA-PERP","buy","Market","363","0.51843","188.19008999999997","0.12778107111","USD","false"
"9922863561","2022-09-10T02:00:10.949692+00:00","AXS-PERP","buy","Market","25.9","14.709","380.9631","0.2586739449","USD","false"
"9922863559","2022-09-10T02:00:10.949692+00:00","AXS-PERP","buy","Market","1.3","14.708","19.1204","0.0129827516","USD","false"
"9922863557","2022-09-10T02:00:10.949692+00:00","AXS-PERP","buy","Market","1","14.708","14.708","0.009986732","USD","false"
"9922863555","2022-09-10T02:00:10.949692+00:00","AXS-PERP","buy","Market","0.3","14.708","4.4124","0.0029960196","USD","false"
"9922628437","2022-09-10T01:30:13.318099+00:00","CRV-PERP","buy","Market","341","1.2095","412.4395","0.2800464205","USD","false"
"9922628397","2022-09-10T01:30:12.731958+00:00","NEAR-PERP","buy","Market","71.3","4.856","346.2328","0.2350920712","USD","false"
"9922628395","2022-09-10T01:30:12.731958+00:00","NEAR-PERP","buy","Market","11.4","4.856","55.3584","0.0375883536","USD","false"
"9922628393","2022-09-10T01:30:12.731958+00:00","NEAR-PERP","buy","Market","0.5","4.856","2.428","0.001648612","USD","false"
"9922426190","2022-09-10T01:07:35.309223+00:00","NEAR-PERP","sell","Market","80.5","4.884","393.16200000000003","0.266956998","USD","false"
"9922387466","2022-09-10T01:04:32.137340+00:00","ADA-PERP","sell","Market","352","0.505245","177.84624000000002","0.12075759696","USD","false"
"9922387464","2022-09-10T01:04:32.137340+00:00","ADA-PERP","sell","Market","79","0.50528","39.91712","0.02710372448","USD","false"
"9922387462","2022-09-10T01:04:32.137340+00:00","ADA-PERP","sell","Market","395","0.50529","199.58955","0.13552130445","USD","false"
"9922340056","2022-09-10T01:01:38.587990+00:00","BAL-PERP","sell","Market","14.19","7.67","108.8373","0.0739005267","USD","false"
"9922333735","2022-09-10T01:01:09.692436+00:00","REN-PERP","sell","Market","1073","0.13495","144.80134999999999","0.09832011665","USD","false"
"9922333733","2022-09-10T01:01:09.692436+00:00","REN-PERP","sell","Market","1797","0.13495","242.50515","0.16466099685","USD","false"
"9922313025","2022-09-10T01:00:12.079346+00:00","BAL-PERP","buy","Market","14.19","7.64","108.41159999999999","0.0736114764","USD","false"
"9922231931","2022-09-10T00:51:40.598598+00:00","BAL-PERP","sell","Market","14.3","7.5925","108.57275000000001","0.07372089725","USD","false"
"9921986622","2022-09-10T00:30:10.201880+00:00","NEAR-PERP","buy","Market","80.5","4.854","390.747","0.265317213","USD","false"
"9921883082","2022-09-10T00:24:23.209569+00:00","TOMO-PERP","sell","Market","196.4","0.52925","103.9447","0.0705784513","USD","false"
"9921493113","2022-09-10T00:00:21.241049+00:00","REN-PERP","buy","Market","767","0.1341","102.8547","0.0698383413","USD","false"
"9921493111","2022-09-10T00:00:21.241049+00:00","REN-PERP","buy","Market","2103","0.1341","282.0123","0.1914863517","USD","false"
"9921492981","2022-09-10T00:00:20.600735+00:00","ADA-PERP","buy","Market","826","0.502805","415.31692999999996","0.28200019547","USD","false"
"9921492781","2022-09-10T00:00:19.342126+00:00","TOMO-PERP","buy","Market","196.4","0.5251","103.12964000000001","0.07002502556","USD","false"
"9921492205","2022-09-10T00:00:17.171208+00:00","BAL-PERP","buy","Market","14.3","7.555","108.0365","0.0733567835","USD","false"
"9920517023","2022-09-09T22:36:42.075171+00:00","CHZ-PERP","sell","Market","1990","0.206874","411.67926","0.27953021754","USD","false"
"9920202331","2022-09-09T22:00:12.606205+00:00","ADA-PERP","sell","Market","875","0.49304","431.40999999999997","0.29292739","USD","false"
"9920202253","2022-09-09T22:00:12.331160+00:00","ATOM-PERP","sell","Market","19.81","16.166","320.24845999999997","0.21744870434","USD","false"
"9920202251","2022-09-09T22:00:12.331160+00:00","ATOM-PERP","sell","Market","5.89","16.166","95.21773999999999","0.06465284546","USD","false"
"9919992863","2022-09-09T21:34:45.623722+00:00","ETH-PERP","sell","Market","0.097","1712.3","166.0931","0.1127772149","USD","false"
"9919992861","2022-09-09T21:34:45.623722+00:00","ETH-PERP","sell","Market","0.134","1712.3","229.4482","0.1557953278","USD","false"
"9919992859","2022-09-09T21:34:45.623722+00:00","ETH-PERP","sell","Market","0.049","1712.3","83.9027","0.0569699333","USD","false"
"9919992857","2022-09-09T21:34:45.623722+00:00","ETH-PERP","sell","Market","0.017","1712.3","29.1091","0.0197650789","USD","false"
"9919992855","2022-09-09T21:34:45.623722+00:00","ETH-PERP","sell","Market","0.001","1712.3","1.7123","0.0011626517","USD","false"
"9919992853","2022-09-09T21:34:45.623722+00:00","ETH-PERP","sell","Market","0.001","1712.3","1.7123","0.0011626517","USD","false"
"9919992851","2022-09-09T21:34:45.623722+00:00","ETH-PERP","sell","Market","0.001","1712.3","1.7123","0.0011626517","USD","false"
"9919956760","2022-09-09T21:30:10.654732+00:00","ATOM-PERP","buy","Market","25.7","16.275","418.2674999999999","0.2840036325","USD","false"
"9919755850","2022-09-09T21:00:15.401203+00:00","CHZ-PERP","buy","Market","1990","0.20541","408.76590000000004","0.2775520461","USD","false"
"9919701843","2022-09-09T20:52:49.085532+00:00","FTT-PERP","sell","Market","17.1","27.029","462.19590000000005","0.3138310161","USD","false"
"9919701841","2022-09-09T20:52:49.085532+00:00","FTT-PERP","sell","Market","8.9","27.147","241.60829999999999","0.1640520357","USD","false"
"9919331699","2022-09-09T20:11:20.610773+00:00","ETH-PERP","buy","Market","0.1","1720.1","172.01","0.11679479","USD","false"
"9919328958","2022-09-09T20:11:04.614565+00:00","ETH-PERP","buy","Market","0.1","1719.7","171.97000000000003","0.11676763","USD","false"
"9919316937","2022-09-09T20:09:46.403834+00:00","ETH-PERP","buy","Market","0.1","1715.6","171.56","0.11648924","USD","false"
"9919258481","2022-09-09T20:02:29.124677+00:00","ETH-PERP","sell","Market","1","1715.3","1715.3","1.1646887","USD","false"
"9919233010","2022-09-09T20:00:33.020015+00:00","ADA-PERP","buy","Market","875","0.49421","432.43375","0.29362251625","USD","false"
"9918923446","2022-09-09T19:30:21.662236+00:00","BAL-PERP","sell","Market","10.9","7.4525","81.23225","0.05515669775","USD","false"
"9918923444","2022-09-09T19:30:21.662236+00:00","BAL-PERP","sell","Market","4.03","7.4525","30.033575","0.020392797425","USD","false"
"9918645956","2022-09-09T19:02:58.402111+00:00","ATOM/USD","buy","Market","7","15.8925","111.2475","0.0755370525","USD","false"
"9918382016","2022-09-09T18:36:45.889325+00:00","FTT-PERP","buy","Market","13","27.252","354.276","0.240553404","USD","false"
"9918380631","2022-09-09T18:36:35.667359+00:00","ETH-PERP","buy","Market","0.982","1698.9","1668.3198","1.1327891442","USD","false"
"9918380629","2022-09-09T18:36:35.667359+00:00","ETH-PERP","buy","Market","0.018","1698.9","30.580199999999998","0.0207639558","USD","false"
"9918312728","2022-09-09T18:30:07.633113+00:00","ATOM-PERP","sell","Market","27.92","15.7765","440.47988000000004","0.29908583852","USD","false"
"9917854233","2022-09-09T17:53:09.929650+00:00","ETH-PERP","sell","Market","1","1695.6","1695.6","1.1513124","USD","false"
"9917840264","2022-09-09T17:52:47.428433+00:00","CHZ-PERP","sell","Market","80","0.206715","16.537200000000002","0.0112287588","USD","false"
"9917840262","2022-09-09T17:52:47.428433+00:00","CHZ-PERP","sell","Market","1980","0.206716","409.29768","0.27791312472","USD","false"
"9917676932","2022-09-09T17:40:15.005172+00:00","FTT-PERP","sell","Market","13","27.3175","355.1275","0.2411315725","USD","false"
"9917605726","2022-09-09T17:35:00.489123+00:00","ATOM/USD","sell","Market","7","15.775","110.425","0.074978575","USD","false"
"9917147324","2022-09-09T17:00:22.210802+00:00","BAL-PERP","buy","Market","14.93","7.6775","114.625075","0.077830425925","USD","false"
"9917146079","2022-09-09T17:00:17.421955+00:00","CHZ-PERP","buy","Market","2060","0.206469","425.32614","0.28879644906","USD","false"
"9917092849","2022-09-09T16:56:32.167735+00:00","TOMO-PERP","sell","Market","228","0.5201","118.5828","0.0805177212","USD","false"
"9916719845","2022-09-09T16:30:16.424520+00:00","ATOM-PERP","buy","Market","27.92","16.098","449.45616","0.30518073264","USD","false"
"9916511389","2022-09-09T16:16:22.366930+00:00","ETH-PERP","buy","Market","1","1709.8","1709.8","1.1609542","USD","false"
"9916510664","2022-09-09T16:16:19.800834+00:00","ETH-PERP","buy","Market","0.001","1709.7","1.7097","0.0011608863","USD","false"
"9916299086","2022-09-09T16:03:24.494336+00:00","REN-PERP","sell","Market","129","0.1291","16.6539","0.0113079981","USD","false"
"9916299084","2022-09-09T16:03:24.494336+00:00","REN-PERP","sell","Market","3000","0.12915","387.45","0.26307855","USD","false"
"9916289146","2022-09-09T16:03:13.688276+00:00","ETH-PERP","sell","Market","0.411","1703.8","700.2618","0.4754777622","USD","false"
"9916286188","2022-09-09T16:03:12.454708+00:00","ADA-PERP","sell","Market","962","0.489785","471.17317","0.31992658243","USD","false"
"9916285924","2022-09-09T16:03:12.400405+00:00","LINK-PERP","sell","Market","51.8","7.7735","402.6673","0.2734110967","USD","false"
"9916260228","2022-09-09T16:02:29.408799+00:00","ATOM-PERP","sell","Market","27.82","16.539","460.11498000000006","0.31241807142","USD","false"
"9916204020","2022-09-09T16:00:30.305557+00:00","ATOM-PERP","buy","Market","27.82","16.465","458.0563","0.3110202277","USD","false"
"9916202113","2022-09-09T16:00:25.117276+00:00","TOMO-PERP","buy","Market","228","0.5162","117.6936","0.0799139544","USD","false"
"9915955793","2022-09-09T15:42:07.098062+00:00","ATOM-PERP","sell","Market","28.77","16.624","478.27248","0.32474701392","USD","false"
"9915753160","2022-09-09T15:28:21.552225+00:00","ATOM/USD","buy","Market","7","16.335","114.345","0.077640255","USD","false"
"9915345389","2022-09-09T15:00:16.005304+00:00","ATOM-PERP","buy","Market","28.77","16.5265","475.4674049999999","0.322842367995","USD","false"
